seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,rob_test_0,init
18201,25,1,10,25,0.94878,15,4,Mu1-unconst,XRAI_2.000000,-1.0,1
13527,50,1,10,13,1.0,40,23,Mu1-unconst,XRAI_2.000000,-1.0,0
14879,50,1,10,14,0.976435,42,24,Mu1-unconst,XRAI_2.000000,45.0,1
18201,25,1,10,25,1.0,13,4,Mu1-unconst,XRAI_2.000000,-1.0,0
19478,25,1,10,26,0.94878,17,6,Mu1-unconst,XRAI_2.000000,19.0,1
19478,25,1,10,26,1.0,15,6,Mu1-unconst,XRAI_2.000000,18.0,0
20805,25,1,10,27,0.938826,19,10,Mu1-unconst,XRAI_2.000000,21.0,1
20805,25,1,10,27,1.0,18,10,Mu1-unconst,XRAI_2.000000,-1.0,0
22182,25,1,10,28,0.936051,18,7,Mu1-unconst,XRAI_2.000000,-1.0,1
14879,50,1,10,14,1.0,41,24,Mu1-unconst,XRAI_2.000000,-1.0,0
16331,50,1,10,15,0.97296,41,25,Mu1-unconst,XRAI_2.000000,45.0,1
22182,25,1,10,28,1.0,16,7,Mu1-unconst,XRAI_2.000000,20.0,0
23609,25,1,10,29,0.955642,18,9,Mu1-unconst,XRAI_2.000000,-1.0,1
16331,50,1,10,15,1.0,40,25,Mu1-unconst,XRAI_2.000000,-1.0,0
17883,50,1,10,16,0.972117,43,26,Mu1-unconst,XRAI_2.000000,-1.0,1
23609,25,1,10,29,1.0,17,9,Mu1-unconst,XRAI_2.000000,19.0,0
17883,50,1,10,16,1.0,42,26,Mu1-unconst,XRAI_2.000000,-1.0,0
19535,50,1,10,17,0.974913,42,26,Mu1-unconst,XRAI_2.000000,-1.0,1
19535,50,1,10,17,1.0,41,26,Mu1-unconst,XRAI_2.000000,-1.0,0
21287,50,1,10,18,0.977644,42,24,Mu1-unconst,XRAI_2.000000,-1.0,1
21287,50,1,10,18,1.0,38,24,Mu1-unconst,XRAI_2.000000,-1.0,0
23139,50,1,10,19,0.968826,42,24,Mu1-unconst,XRAI_2.000000,-1.0,1
23139,50,1,10,19,1.0,41,24,Mu1-unconst,XRAI_2.000000,-1.0,0
25091,50,1,10,20,0.97082,40,25,Mu1-unconst,XRAI_2.000000,-1.0,1
25091,50,1,10,20,1.0,39,25,Mu1-unconst,XRAI_2.000000,-1.0,0
27143,50,1,10,21,0.970504,41,27,Mu1-unconst,XRAI_2.000000,45.0,1
27143,50,1,10,21,1.0,39,27,Mu1-unconst,XRAI_2.000000,-1.0,0
29295,50,1,10,22,0.970979,42,20,Mu1-unconst,XRAI_2.000000,46.0,1
29295,50,1,10,22,1.0,39,20,Mu1-unconst,XRAI_2.000000,44.0,0
31547,50,1,10,23,0.972789,43,25,Mu1-unconst,XRAI_2.000000,-1.0,1
31547,50,1,10,23,1.0,42,25,Mu1-unconst,XRAI_2.000000,-1.0,0
33899,50,1,10,24,0.969275,41,20,Mu1-unconst,XRAI_2.000000,-1.0,1
33899,50,1,10,24,1.0,41,20,Mu1-unconst,XRAI_2.000000,-1.0,0
36351,50,1,10,25,0.971138,42,28,Mu1-unconst,XRAI_2.000000,-1.0,1
36351,50,1,10,25,1.0,42,28,Mu1-unconst,XRAI_2.000000,-1.0,0
38903,50,1,10,26,0.971138,42,27,Mu1-unconst,XRAI_2.000000,45.0,1
38903,50,1,10,26,1.0,41,27,Mu1-unconst,XRAI_2.000000,-1.0,0
41555,50,1,10,27,0.967948,40,22,Mu1-unconst,XRAI_2.000000,43.0,1
41555,50,1,10,27,1.0,40,22,Mu1-unconst,XRAI_2.000000,-1.0,0
44307,50,1,10,28,0.971787,42,27,Mu1-unconst,XRAI_2.000000,-1.0,1
44307,50,1,10,28,1.0,41,27,Mu1-unconst,XRAI_2.000000,-1.0,0
47159,50,1,10,29,0.96973,40,25,Mu1-unconst,XRAI_2.000000,-1.0,1
47159,50,1,10,29,1.0,40,25,Mu1-unconst,XRAI_2.000000,-1.0,0
31301,50,1,25,0,0.972217,42,25,Mu1-unconst,XRAI_2.000000,-1.0,1
15651,25,1,25,0,0.980605,15,8,Mu1-unconst,XRAI_2.000000,20.0,0
15678,25,1,25,1,0.94594,17,7,Mu1-unconst,XRAI_2.000000,19.0,1
15678,25,1,25,1,0.980906,14,7,Mu1-unconst,XRAI_2.000000,17.0,0
15755,25,1,25,2,0.947681,19,12,Mu1-unconst,XRAI_2.000000,21.0,1
15755,25,1,25,2,0.981058,18,12,Mu1-unconst,XRAI_2.000000,22.0,0
15882,25,1,25,3,0.943378,14,8,Mu1-unconst,XRAI_2.000000,19.0,1
15882,25,1,25,3,0.980755,14,8,Mu1-unconst,XRAI_2.000000,-1.0,0
16059,25,1,25,4,0.944566,18,9,Mu1-unconst,XRAI_2.000000,-1.0,1
16059,25,1,25,4,0.980906,16,9,Mu1-unconst,XRAI_2.000000,21.0,0
16286,25,1,25,5,0.947626,17,8,Mu1-unconst,XRAI_2.000000,22.0,1
16286,25,1,25,5,0.981522,15,8,Mu1-unconst,XRAI_2.000000,19.0,0
16563,25,1,25,6,0.94441,17,8,Mu1-unconst,XRAI_2.000000,17.0,1
16563,25,1,25,6,0.980605,16,8,Mu1-unconst,XRAI_2.000000,20.0,0
16890,25,1,25,7,0.945196,16,7,Mu1-unconst,XRAI_2.000000,19.0,1
31301,50,1,25,0,1.0,39,25,Mu1-unconst,XRAI_2.000000,41.0,0
31353,50,1,25,1,0.972594,41,22,Mu1-unconst,XRAI_2.000000,44.0,1
16890,25,1,25,7,0.981211,15,7,Mu1-unconst,XRAI_2.000000,-1.0,0
17267,25,1,25,8,0.941124,17,7,Mu1-unconst,XRAI_2.000000,19.0,1
17267,25,1,25,8,0.980309,15,7,Mu1-unconst,XRAI_2.000000,18.0,0
17694,25,1,25,9,0.943532,17,6,Mu1-unconst,XRAI_2.000000,-1.0,1
17694,25,1,25,9,0.980605,15,6,Mu1-unconst,XRAI_2.000000,-1.0,0
18171,25,1,25,10,0.948125,14,5,Mu1-unconst,XRAI_2.000000,15.0,1
18171,25,1,25,10,0.980457,13,5,Mu1-unconst,XRAI_2.000000,16.0,0
18698,25,1,25,11,0.941766,16,8,Mu1-unconst,XRAI_2.000000,18.0,1
31353,50,1,25,1,1.0,39,22,Mu1-unconst,XRAI_2.000000,-1.0,0
31505,50,1,25,2,0.971429,41,25,Mu1-unconst,XRAI_2.000000,43.0,1
18698,25,1,25,11,0.980605,15,8,Mu1-unconst,XRAI_2.000000,20.0,0
19275,25,1,25,12,0.949367,16,9,Mu1-unconst,XRAI_2.000000,18.0,1
19275,25,1,25,12,0.980017,16,9,Mu1-unconst,XRAI_2.000000,19.0,0
19902,25,1,25,13,0.941865,16,7,Mu1-unconst,XRAI_2.000000,-1.0,1
19902,25,1,25,13,0.981522,15,7,Mu1-unconst,XRAI_2.000000,19.0,0
20579,25,1,25,14,0.942466,17,8,Mu1-unconst,XRAI_2.000000,20.0,1
31505,50,1,25,2,1.0,40,25,Mu1-unconst,XRAI_2.000000,45.0,0
31757,50,1,25,3,0.96957,42,27,Mu1-unconst,XRAI_2.000000,-1.0,1
20579,25,1,25,14,0.980755,15,8,Mu1-unconst,XRAI_2.000000,19.0,0
21306,25,1,25,15,0.942315,17,9,Mu1-unconst,XRAI_2.000000,20.0,1
21306,25,1,25,15,0.980309,16,9,Mu1-unconst,XRAI_2.000000,20.0,0
22083,25,1,25,16,0.941173,18,9,Mu1-unconst,XRAI_2.000000,19.0,1
22083,25,1,25,16,0.980309,16,9,Mu1-unconst,XRAI_2.000000,19.0,0
22910,25,1,25,17,0.941766,16,9,Mu1-unconst,XRAI_2.000000,16.0,1
22910,25,1,25,17,0.981522,16,9,Mu1-unconst,XRAI_2.000000,19.0,0
23787,25,1,25,18,0.945673,17,8,Mu1-unconst,XRAI_2.000000,20.0,1
23787,25,1,25,18,0.980755,16,8,Mu1-unconst,XRAI_2.000000,19.0,0
24714,25,1,25,19,0.943429,18,9,Mu1-unconst,XRAI_2.000000,20.0,1
24714,25,1,25,19,0.980605,17,9,Mu1-unconst,XRAI_2.000000,-1.0,0
25691,25,1,25,20,0.946478,16,8,Mu1-unconst,XRAI_2.000000,-1.0,1
25691,25,1,25,20,0.980457,15,8,Mu1-unconst,XRAI_2.000000,18.0,0
26718,25,1,25,21,0.945994,18,7,Mu1-unconst,XRAI_2.000000,20.0,1
26718,25,1,25,21,0.980017,16,7,Mu1-unconst,XRAI_2.000000,20.0,0
27795,25,1,25,22,0.943634,15,7,Mu1-unconst,XRAI_2.000000,-1.0,1
27795,25,1,25,22,0.980309,14,7,Mu1-unconst,XRAI_2.000000,18.0,0
28922,25,1,25,23,0.936672,14,6,Mu1-unconst,XRAI_2.000000,16.0,1
28922,25,1,25,23,0.981679,13,6,Mu1-unconst,XRAI_2.000000,19.0,0
30099,25,1,25,24,0.943378,15,5,Mu1-unconst,XRAI_2.000000,19.0,1
30099,25,1,25,24,0.982487,14,5,Mu1-unconst,XRAI_2.000000,17.0,0
31326,25,1,25,25,0.943737,16,8,Mu1-unconst,XRAI_2.000000,-1.0,1
31326,25,1,25,25,0.981522,16,8,Mu1-unconst,XRAI_2.000000,-1.0,0
32603,25,1,25,26,0.944933,16,9,Mu1-unconst,XRAI_2.000000,20.0,1
32603,25,1,25,26,0.980017,16,9,Mu1-unconst,XRAI_2.000000,20.0,0
33930,25,1,25,27,0.944671,18,10,Mu1-unconst,XRAI_2.000000,-1.0,1
31757,50,1,25,3,0.998822,41,27,Mu1-unconst,XRAI_2.000000,46.0,0
32109,50,1,25,4,0.971187,41,25,Mu1-unconst,XRAI_2.000000,43.0,1
33930,25,1,25,27,0.981366,17,10,Mu1-unconst,XRAI_2.000000,-1.0,0
35307,25,1,25,28,0.942971,18,9,Mu1-unconst,XRAI_2.000000,19.0,1
35307,25,1,25,28,0.980906,17,9,Mu1-unconst,XRAI_2.000000,19.0,0
36734,25,1,25,29,0.943123,16,7,Mu1-unconst,XRAI_2.000000,22.0,1
36734,25,1,25,29,0.981838,16,7,Mu1-unconst,XRAI_2.000000,19.0,0
32109,50,1,25,4,1.0,40,25,Mu1-unconst,XRAI_2.000000,44.0,0
32561,50,1,25,5,0.969937,43,27,Mu1-unconst,XRAI_2.000000,-1.0,1
32561,50,1,25,5,1.0,42,27,Mu1-unconst,XRAI_2.000000,-1.0,0
33113,50,1,25,6,0.975738,42,23,Mu1-unconst,XRAI_2.000000,-1.0,1
33113,50,1,25,6,1.0,39,23,Mu1-unconst,XRAI_2.000000,46.0,0
33765,50,1,25,7,0.970995,43,27,Mu1-unconst,XRAI_2.000000,-1.0,1
33765,50,1,25,7,1.0,40,27,Mu1-unconst,XRAI_2.000000,43.0,0
34517,50,1,25,8,0.971624,41,26,Mu1-unconst,XRAI_2.000000,-1.0,1
34517,50,1,25,8,1.0,40,26,Mu1-unconst,XRAI_2.000000,46.0,0
35369,50,1,25,9,0.96996,41,25,Mu1-unconst,XRAI_2.000000,-1.0,1
35369,50,1,25,9,1.0,41,25,Mu1-unconst,XRAI_2.000000,43.0,0
36321,50,1,25,10,0.971697,40,24,Mu1-unconst,XRAI_2.000000,-1.0,1
36321,50,1,25,10,1.0,39,24,Mu1-unconst,XRAI_2.000000,-1.0,0
37373,50,1,25,11,0.970402,41,26,Mu1-unconst,XRAI_2.000000,42.0,1
37373,50,1,25,11,1.0,41,26,Mu1-unconst,XRAI_2.000000,-1.0,0
38525,50,1,25,12,0.971894,40,25,Mu1-unconst,XRAI_2.000000,44.0,1
38525,50,1,25,12,1.0,40,25,Mu1-unconst,XRAI_2.000000,46.0,0
39777,50,1,25,13,0.969501,42,27,Mu1-unconst,XRAI_2.000000,43.0,1
39777,50,1,25,13,1.0,40,27,Mu1-unconst,XRAI_2.000000,44.0,0
41129,50,1,25,14,0.968648,41,27,Mu1-unconst,XRAI_2.000000,43.0,1
41129,50,1,25,14,1.0,39,27,Mu1-unconst,XRAI_2.000000,-1.0,0
42581,50,1,25,15,0.968982,43,26,Mu1-unconst,XRAI_2.000000,43.0,1
42581,50,1,25,15,1.0,42,26,Mu1-unconst,XRAI_2.000000,45.0,0
44133,50,1,25,16,0.972518,41,26,Mu1-unconst,XRAI_2.000000,43.0,1
44133,50,1,25,16,1.0,40,26,Mu1-unconst,XRAI_2.000000,44.0,0
45785,50,1,25,17,0.971919,41,26,Mu1-unconst,XRAI_2.000000,-1.0,1
45785,50,1,25,17,1.0,41,26,Mu1-unconst,XRAI_2.000000,44.0,0
47537,50,1,25,18,0.973496,41,28,Mu1-unconst,XRAI_2.000000,44.0,1
47537,50,1,25,18,1.0,39,28,Mu1-unconst,XRAI_2.000000,-1.0,0
49389,50,1,25,19,0.97052,40,25,Mu1-unconst,XRAI_2.000000,45.0,1
49389,50,1,25,19,1.0,40,25,Mu1-unconst,XRAI_2.000000,-1.0,0
51341,50,1,25,20,0.971502,41,26,Mu1-unconst,XRAI_2.000000,-1.0,1
51341,50,1,25,20,1.0,41,26,Mu1-unconst,XRAI_2.000000,-1.0,0
53393,50,1,25,21,0.971283,42,26,Mu1-unconst,XRAI_2.000000,-1.0,1
153899,50,1,50,24,0.991215,40,26,Mu1-unconst,XRAI_2.000000,45.0,0
156351,50,1,50,25,0.971602,41,28,Mu1-unconst,XRAI_2.000000,46.0,1
53393,50,1,25,21,1.0,40,26,Mu1-unconst,XRAI_2.000000,-1.0,0
55545,50,1,25,22,0.967775,42,29,Mu1-unconst,XRAI_2.000000,-1.0,1
55545,50,1,25,22,1.0,41,29,Mu1-unconst,XRAI_2.000000,44.0,0
57797,50,1,25,23,0.970923,42,24,Mu1-unconst,XRAI_2.000000,-1.0,1
57797,50,1,25,23,1.0,39,24,Mu1-unconst,XRAI_2.000000,43.0,0
60149,50,1,25,24,0.969845,41,28,Mu1-unconst,XRAI_2.000000,-1.0,1
60149,50,1,25,24,1.0,39,28,Mu1-unconst,XRAI_2.000000,-1.0,0
62601,50,1,25,25,0.970851,40,27,Mu1-unconst,XRAI_2.000000,-1.0,1
62601,50,1,25,25,1.0,39,27,Mu1-unconst,XRAI_2.000000,41.0,0
65153,50,1,25,26,0.972747,43,26,Mu1-unconst,XRAI_2.000000,-1.0,1
65153,50,1,25,26,1.0,40,26,Mu1-unconst,XRAI_2.000000,-1.0,0
67805,50,1,25,27,0.969027,40,22,Mu1-unconst,XRAI_2.000000,41.0,1
67805,50,1,25,27,1.0,39,22,Mu1-unconst,XRAI_2.000000,44.0,0
70557,50,1,25,28,0.971968,42,28,Mu1-unconst,XRAI_2.000000,-1.0,1
70557,50,1,25,28,1.0,41,28,Mu1-unconst,XRAI_2.000000,45.0,0
73409,50,1,25,29,0.969868,41,27,Mu1-unconst,XRAI_2.000000,-1.0,1
73409,50,1,25,29,1.0,39,27,Mu1-unconst,XRAI_2.000000,-1.0,0
125051,50,1,50,0,0.97131,40,26,Mu1-unconst,XRAI_2.000000,42.0,1
156351,50,1,50,25,0.99108,41,28,Mu1-unconst,XRAI_2.000000,46.0,0
158903,50,1,50,26,0.971921,40,25,Mu1-unconst,XRAI_2.000000,45.0,1
125051,50,1,50,0,0.990873,40,26,Mu1-unconst,XRAI_2.000000,45.0,0
125103,50,1,50,1,0.971086,41,27,Mu1-unconst,XRAI_2.000000,44.0,1
158903,50,1,50,26,0.991138,40,25,Mu1-unconst,XRAI_2.000000,46.0,0
161555,50,1,50,27,0.972769,40,23,Mu1-unconst,XRAI_2.000000,-1.0,1
125103,50,1,50,1,0.991391,40,27,Mu1-unconst,XRAI_2.000000,44.0,0
125255,50,1,50,2,0.971764,41,25,Mu1-unconst,XRAI_2.000000,45.0,1
161555,50,1,50,27,0.991042,39,23,Mu1-unconst,XRAI_2.000000,41.0,0
164307,50,1,50,28,0.972502,42,27,Mu1-unconst,XRAI_2.000000,47.0,1
125255,50,1,50,2,0.990986,39,25,Mu1-unconst,XRAI_2.000000,43.0,0
125507,50,1,50,3,0.972317,38,24,Mu1-unconst,XRAI_2.000000,-1.0,1
164307,50,1,50,28,0.991176,40,27,Mu1-unconst,XRAI_2.000000,45.0,0
167159,50,1,50,29,0.971903,41,27,Mu1-unconst,XRAI_2.000000,-1.0,1
125507,50,1,50,3,0.991023,38,24,Mu1-unconst,XRAI_2.000000,45.0,0
125859,50,1,50,4,0.971608,40,26,Mu1-unconst,XRAI_2.000000,-1.0,1
167159,50,1,50,29,0.991157,41,27,Mu1-unconst,XRAI_2.000000,43.0,0
125859,50,1,50,4,0.991176,38,26,Mu1-unconst,XRAI_2.000000,44.0,0
126311,50,1,50,5,0.970764,41,27,Mu1-unconst,XRAI_2.000000,-1.0,1
126311,50,1,50,5,0.991254,38,27,Mu1-unconst,XRAI_2.000000,43.0,0
126863,50,1,50,6,0.972036,40,26,Mu1-unconst,XRAI_2.000000,44.0,1
126863,50,1,50,6,0.9911,40,26,Mu1-unconst,XRAI_2.000000,47.0,0
127515,50,1,50,7,0.970619,40,25,Mu1-unconst,XRAI_2.000000,43.0,1
127515,50,1,50,7,0.991312,39,25,Mu1-unconst,XRAI_2.000000,45.0,0
128267,50,1,50,8,0.970434,41,23,Mu1-unconst,XRAI_2.000000,43.0,1
128267,50,1,50,8,0.991061,39,23,Mu1-unconst,XRAI_2.000000,45.0,0
129119,50,1,50,9,0.971698,42,29,Mu1-unconst,XRAI_2.000000,45.0,1
129119,50,1,50,9,0.991138,41,29,Mu1-unconst,XRAI_2.000000,42.0,0
130071,50,1,50,10,0.971716,40,24,Mu1-unconst,XRAI_2.000000,41.0,1
130071,50,1,50,10,0.991196,40,24,Mu1-unconst,XRAI_2.000000,46.0,0
131123,50,1,50,11,0.971115,41,22,Mu1-unconst,XRAI_2.000000,42.0,1
131123,50,1,50,11,0.9911,38,22,Mu1-unconst,XRAI_2.000000,-1.0,0
132275,50,1,50,12,0.971039,40,24,Mu1-unconst,XRAI_2.000000,-1.0,1
132275,50,1,50,12,0.990929,39,24,Mu1-unconst,XRAI_2.000000,43.0,0
133527,50,1,50,13,0.970747,41,28,Mu1-unconst,XRAI_2.000000,-1.0,1
133527,50,1,50,13,0.990911,40,28,Mu1-unconst,XRAI_2.000000,43.0,0
134879,50,1,50,14,0.971927,40,24,Mu1-unconst,XRAI_2.000000,-1.0,1
134879,50,1,50,14,0.991176,39,24,Mu1-unconst,XRAI_2.000000,44.0,0
136331,50,1,50,15,0.972428,39,24,Mu1-unconst,XRAI_2.000000,-1.0,1
136331,50,1,50,15,0.990948,39,24,Mu1-unconst,XRAI_2.000000,44.0,0
137883,50,1,50,16,0.972582,41,26,Mu1-unconst,XRAI_2.000000,-1.0,1
137883,50,1,50,16,0.991023,40,26,Mu1-unconst,XRAI_2.000000,43.0,0
139535,50,1,50,17,0.972097,42,26,Mu1-unconst,XRAI_2.000000,44.0,1
139535,50,1,50,17,0.990986,39,26,Mu1-unconst,XRAI_2.000000,46.0,0
141287,50,1,50,18,0.971812,41,27,Mu1-unconst,XRAI_2.000000,-1.0,1
141287,50,1,50,18,0.99108,39,27,Mu1-unconst,XRAI_2.000000,44.0,0
143139,50,1,50,19,0.972781,42,26,Mu1-unconst,XRAI_2.000000,44.0,1
143139,50,1,50,19,0.99108,41,26,Mu1-unconst,XRAI_2.000000,46.0,0
145091,50,1,50,20,0.971746,42,27,Mu1-unconst,XRAI_2.000000,46.0,1
145091,50,1,50,20,0.991061,40,27,Mu1-unconst,XRAI_2.000000,46.0,0
147143,50,1,50,21,0.972644,40,25,Mu1-unconst,XRAI_2.000000,45.0,1
147143,50,1,50,21,0.990986,39,25,Mu1-unconst,XRAI_2.000000,45.0,0
149295,50,1,50,22,0.970712,40,28,Mu1-unconst,XRAI_2.000000,43.0,1
149295,50,1,50,22,0.99108,40,28,Mu1-unconst,XRAI_2.000000,45.0,0
151547,50,1,50,23,0.972305,40,23,Mu1-unconst,XRAI_2.000000,43.0,1
151547,50,1,50,23,0.991371,39,23,Mu1-unconst,XRAI_2.000000,41.0,0
51,10,1,2,0,1.0,4,1,Mu1-unconst,1RAI,-1.0,1
51,10,1,2,0,1.0,4,1,Mu1-unconst,1RAI,-1.0,0
63,10,1,2,1,0.777778,5,0,Mu1-unconst,1RAI,-1.0,1
63,10,1,2,1,1.0,4,0,Mu1-unconst,1RAI,-1.0,0
95,10,1,2,2,0.888889,2,0,Mu1-unconst,1RAI,-1.0,1
95,10,1,2,2,1.0,2,0,Mu1-unconst,1RAI,-1.0,0
147,10,1,2,3,0.666667,5,0,Mu1-unconst,1RAI,-1.0,1
147,10,1,2,3,1.0,4,0,Mu1-unconst,1RAI,-1.0,0
219,10,1,2,4,0.777778,3,0,Mu1-unconst,1RAI,-1.0,1
219,10,1,2,4,1.0,3,0,Mu1-unconst,1RAI,-1.0,0
311,10,1,2,5,0.777778,4,0,Mu1-unconst,1RAI,-1.0,1
311,10,1,2,5,1.0,4,0,Mu1-unconst,1RAI,-1.0,0
423,10,1,2,6,1.0,5,0,Mu1-unconst,1RAI,-1.0,1
423,10,1,2,6,1.0,5,0,Mu1-unconst,1RAI,-1.0,0
126,25,1,2,0,0.958333,19,9,Mu1-unconst,1RAI,-1.0,1
26,5,1,2,0,0.75,1,0,Mu1-unconst,1RAI,-1.0,1
26,5,1,2,0,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
33,5,1,2,1,0.75,0,0,Mu1-unconst,1RAI,0.0,1
33,5,1,2,1,1.0,0,0,Mu1-unconst,1RAI,0.0,0
50,5,1,2,2,0.75,1,0,Mu1-unconst,1RAI,1.0,1
50,5,1,2,2,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
77,5,1,2,3,0.75,1,0,Mu1-unconst,1RAI,-1.0,1
77,5,1,2,3,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
114,5,1,2,4,1.0,1,0,Mu1-unconst,1RAI,-1.0,1
114,5,1,2,4,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
161,5,1,2,5,0.75,1,0,Mu1-unconst,1RAI,-1.0,1
161,5,1,2,5,1.0,1,0,Mu1-unconst,1RAI,2.0,0
218,5,1,2,6,1.0,0,0,Mu1-unconst,1RAI,1.0,1
218,5,1,2,6,1.0,0,0,Mu1-unconst,1RAI,1.0,0
285,5,1,2,7,0.5,1,0,Mu1-unconst,1RAI,-1.0,1
285,5,1,2,7,1.0,1,0,Mu1-unconst,1RAI,2.0,0
362,5,1,2,8,0.75,1,0,Mu1-unconst,1RAI,-1.0,1
362,5,1,2,8,1.0,1,0,Mu1-unconst,1RAI,2.0,0
449,5,1,2,9,1.0,1,0,Mu1-unconst,1RAI,-1.0,1
449,5,1,2,9,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
546,5,1,2,10,1.0,1,0,Mu1-unconst,1RAI,-1.0,1
546,5,1,2,10,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
653,5,1,2,11,1.0,1,0,Mu1-unconst,1RAI,2.0,1
653,5,1,2,11,1.0,1,0,Mu1-unconst,1RAI,2.0,0
770,5,1,2,12,0.75,0,0,Mu1-unconst,1RAI,1.0,1
770,5,1,2,12,1.0,0,0,Mu1-unconst,1RAI,1.0,0
897,5,1,2,13,1.0,1,0,Mu1-unconst,1RAI,1.0,1
897,5,1,2,13,1.0,1,0,Mu1-unconst,1RAI,1.0,0
1034,5,1,2,14,1.0,1,0,Mu1-unconst,1RAI,-1.0,1
1034,5,1,2,14,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
1181,5,1,2,15,1.0,1,0,Mu1-unconst,1RAI,1.0,1
1181,5,1,2,15,1.0,1,0,Mu1-unconst,1RAI,1.0,0
1338,5,1,2,16,0.75,1,0,Mu1-unconst,1RAI,1.0,1
1338,5,1,2,16,1.0,1,0,Mu1-unconst,1RAI,1.0,0
1505,5,1,2,17,0.75,1,0,Mu1-unconst,1RAI,-1.0,1
1505,5,1,2,17,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
1682,5,1,2,18,0.75,1,0,Mu1-unconst,1RAI,1.0,1
1682,5,1,2,18,1.0,1,0,Mu1-unconst,1RAI,0.0,0
1869,5,1,2,19,0.0,2,0,Mu1-unconst,1RAI,-1.0,1
1869,5,1,2,19,1.0,2,0,Mu1-unconst,1RAI,2.0,0
2066,5,1,2,20,0.25,0,0,Mu1-unconst,1RAI,0.0,1
2066,5,1,2,20,1.0,0,0,Mu1-unconst,1RAI,1.0,0
2273,5,1,2,21,0.75,1,0,Mu1-unconst,1RAI,-1.0,1
1011,10,1,10,0,0.863414,4,0,Mu1-unconst,1RAI,5.0,1
555,10,1,2,7,0.888889,5,0,Mu1-unconst,1RAI,-1.0,1
555,10,1,2,7,1.0,5,0,Mu1-unconst,1RAI,-1.0,0
707,10,1,2,8,0.888889,6,0,Mu1-unconst,1RAI,-1.0,1
707,10,1,2,8,1.0,6,0,Mu1-unconst,1RAI,-1.0,0
879,10,1,2,9,1.0,4,1,Mu1-unconst,1RAI,-1.0,1
879,10,1,2,9,1.0,4,1,Mu1-unconst,1RAI,-1.0,0
1071,10,1,2,10,0.888889,4,0,Mu1-unconst,1RAI,-1.0,1
1071,10,1,2,10,1.0,3,0,Mu1-unconst,1RAI,-1.0,0
1283,10,1,2,11,0.888889,5,0,Mu1-unconst,1RAI,-1.0,1
1283,10,1,2,11,1.0,5,0,Mu1-unconst,1RAI,-1.0,0
1515,10,1,2,12,0.888889,5,1,Mu1-unconst,1RAI,5.0,1
1515,10,1,2,12,1.0,5,1,Mu1-unconst,1RAI,5.0,0
1767,10,1,2,13,1.0,4,0,Mu1-unconst,1RAI,-1.0,1
1767,10,1,2,13,1.0,4,0,Mu1-unconst,1RAI,-1.0,0
2039,10,1,2,14,0.888889,6,0,Mu1-unconst,1RAI,-1.0,1
2039,10,1,2,14,1.0,5,0,Mu1-unconst,1RAI,-1.0,0
2331,10,1,2,15,1.0,5,0,Mu1-unconst,1RAI,5.0,1
2331,10,1,2,15,1.0,5,0,Mu1-unconst,1RAI,5.0,0
2643,10,1,2,16,0.888889,3,2,Mu1-unconst,1RAI,5.0,1
2643,10,1,2,16,1.0,3,2,Mu1-unconst,1RAI,5.0,0
2975,10,1,2,17,0.888889,3,0,Mu1-unconst,1RAI,-1.0,1
2975,10,1,2,17,1.0,2,0,Mu1-unconst,1RAI,-1.0,0
3327,10,1,2,18,0.888889,5,0,Mu1-unconst,1RAI,-1.0,1
3327,10,1,2,18,1.0,4,0,Mu1-unconst,1RAI,-1.0,0
3699,10,1,2,19,0.888889,3,0,Mu1-unconst,1RAI,-1.0,1
3699,10,1,2,19,1.0,3,0,Mu1-unconst,1RAI,-1.0,0
4091,10,1,2,20,1.0,4,0,Mu1-unconst,1RAI,-1.0,1
126,25,1,2,0,1.0,19,9,Mu1-unconst,1RAI,-1.0,0
153,25,1,2,1,0.958333,19,9,Mu1-unconst,1RAI,-1.0,1
2273,5,1,2,21,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
2490,5,1,2,22,1.0,0,0,Mu1-unconst,1RAI,-1.0,1
2490,5,1,2,22,1.0,0,0,Mu1-unconst,1RAI,-1.0,0
2717,5,1,2,23,0.75,0,0,Mu1-unconst,1RAI,-1.0,1
2717,5,1,2,23,1.0,0,0,Mu1-unconst,1RAI,0.0,0
2954,5,1,2,24,1.0,0,0,Mu1-unconst,1RAI,2.0,1
2954,5,1,2,24,1.0,0,0,Mu1-unconst,1RAI,2.0,0
3201,5,1,2,25,1.0,1,0,Mu1-unconst,1RAI,1.0,1
3201,5,1,2,25,1.0,1,0,Mu1-unconst,1RAI,1.0,0
3458,5,1,2,26,1.0,1,0,Mu1-unconst,1RAI,-1.0,1
3458,5,1,2,26,1.0,1,0,Mu1-unconst,1RAI,-1.0,0
3725,5,1,2,27,1.0,2,0,Mu1-unconst,1RAI,-1.0,1
3725,5,1,2,27,1.0,2,0,Mu1-unconst,1RAI,-1.0,0
